Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
sparkleandshine,38,,,dyson,38,,,debtfreecommunity,38,,,cookware,38,,,,,,,display,38,,,pickup,38,,
bootsandhats,39,,,dailyglow,39,,,entrepreneurjourney,39,,,christmascookies,39,,,,,,,kindleaccessories,39,,,squatttedtrucks🤢,39,,
cleanaesthetic,40,,,whiteningstrips,40,,,moneytalk,40,,,flan,40,,,,,,,ipadgirly,40,,,carlights,40,,
winteroutfit,41,,,hairproductreview,41,,,costofliving,41,,,tacotuesdays,41,,,,,,,tecnología,41,,,carknowledge,41,,
giftsforhim,42,,,crecimientodepelo,42,,,creatoreconomy,42,,,spicybowls,42,,,,,,,steamiron,42,,,drivesafe,42,,
longsleeveshirt,43,,,pdrn,43,,,moneygoals,43,,,hotcocoa,43,,,,,,,ipadcase,43,,,caraccessoriesforwomen,43,,
totebag,44,,,hairtools,44,,,rothira,44,,,gingerbread,44,,,,,,,tws,44,,,pilotlife,44,,
knitting,45,,,makeupbrushes,45,,,taxpreparer,45,,,trenting,45,,,,,,,mixer,45,,,gt3rs,45,,
halloweenhoodieblanket,46,,,productosdecabello,46,,,taxprofessional,46,,,costcohaul,46,,,,,,,ipadpro,46,,,builtfordtough,46,,
grinchmas,47,,,cameraroll,47,,,educaciónfinanciera,47,,,brisket,47,,,,,,,screen,47,,,chipeo,47,,
looks,48,,,christmasnails,48,,,fintech,48,,,tendernism,48,,,,,,,electrictoothbrush,48,,,ebikelife,48,,
warm,49,,,hairproduct,49,,,highticketsales,49,,,sourdoughforbeginners,49,,,,,,,newenergy,49,,,tire,49,,
allblack,50,,,skin1004,50,,,amex,50,,,bloomnutrition,50,,,,,,,usbcharger,50,,,teslatok,50,,
comfrt,51,,,favorites,51,,,topstep,51,,,buñuelos,51,,,,,,,kneemassager,51,,,polish,51,,
подарок,52,,,sotd,52,,,trusts,52,,,tiramisu,52,,,,,,,powerstrip,52,,,wanghaf,52,,
watches,53,,,cateyenails,53,,,budgetplanner,53,,,soupdumplings,53,,,,,,,hometech,53,,,cardecor,53,,
temu,54,,,microneedling,54,,,founderlife,54,,,breville,54,,,,,,,miniphone,54,,,railroad,54,,
moodyaesthetic,55,,,lashserum,55,,,exchange,55,,,biscuits,55,,,,,,,skullcandy,55,,,nycsubway,55,,
needlepoint,56,,,tirtir,56,,,economía,56,,,fromscratch,56,,,,,,,vloggingcamera,56,,,garagevibes,56,,
coachbag,57,,,tymobeauty,57,,,incometax,57,,,pomegranate,57,,,,,,,17promax,57,,,roadsideassistance,57,,
rekomendasi,58,,,lipcare,58,,,buildinginpublic,58,,,decompress,58,,,,,,,bluetoothheadphones,58,,,detailingcars,58,,
tiktokshopholidayhual,59,,,summerfridays,59,,,taxplanning,59,,,leftovers,59,,,,,,,stagelighting,59,,,drivingtips,59,,
nycstyle,60,,,greymarket,60,,,femaleentrepreneur,60,,,bagels,60,,,,,,,macbookair,60,,,snowplow,60,,
retail,61,,,cambiodelook,61,,,coldcalling,61,,,recipetok,61,,,,,,,desktop,61,,,amtrak,61,,
delivery,62,,,fragrancereview,62,,,financial,62,,,kitchenaidmixer,62,,,,,,,mobilephoneglass,62,,,gt3,62,,
wishlist,63,,,sharkflexstyle,63,,,ahorradinero,63,,,holidaybaking,63,,,,,,,bodymassager,63,,,waymo,63,,
travelessentials,64,,,winternails,64,,,moneyhabits,64,,,lasagna,64,,,,,,,vacuummop,64,,,harleydavison,64,,
unisexsweatsuits,65,,,viralrotatingcurlingiron,65,,,budgettok,65,,,breakfastrecipes,65,,,,,,,actioncamera,65,,,carsoftiktok😈,65,,
promisering,66,,,ghkcu,66,,,propfirm,66,,,oysters,66,,,,,,,minipowerbank,66,,,modified,66,,
cowgirlstyle,67,,,facetowels,67,,,customerexperience,67,,,lamb,67,,,,,,,flashdrive,67,,,cartech,67,,
baddiealert,68,,,cuidadohair,68,,,realtortips,68,,,kitchengadgetmusthave,68,,,,,,,7in1chargingstation,68,,,rvaccessories,68,,
regalos,69,,,colormixing,69,,,inheritance,69,,,frutas,69,,,,,,,inductionspeaker,69,,,lamborghiniurus,69,,
cityglam,70,,,nailpolish,70,,,digitalbusinesscard,70,,,celiacdisease,70,,,,,,,ringcameras,70,,,laredo,70,,
southernbelle,71,,,glowupseason,71,,,spending,71,,,homemadebread,71,,,,,,,alarmclock,71,,,hoverboard,71,,
alo,72,,,holidaynails,72,,,floridarentals,72,,,sourdoughbaking,72,,,,,,,ipadair,72,,,snowblower,72,,
brandymelville,73,,,morphe,73,,,taxseason2025,73,,,mealplanning,73,,,,,,,putare,73,,,femaletrucker,73,,
uggs,74,,,touchland,74,,,taxseason2026,74,,,shirleytemple,74,,,,,,,s25ultra,74,,,dumper,74,,
californiagirl,75,,,guasha,75,,,financialdiscipline,75,,,gumbo,75,,,,,,,handmassager,75,,,carlightcleaner,75,,
gloves,76,,,easymakeup,76,,,finacialfreedom,76,,,coquito,76,,,,,,,dustmites,76,,,tokyodrift,76,,
texasbeauty,77,,,pixie,77,,,childtaxcredit,77,,,pregnancycraving,77,,,,,,,standmixer,77,,,123millionviews,77,,
blackfridaydeals,78,,,empties,78,,,financialtips,78,,,savorygirl,78,,,,,,,blackfriday2025,78,,,kubota,78,,
sunsetaesthetic,79,,,bigchop,79,,,familydollarcouponing,79,,,ninjaslushi,79,,,,,,,fitnesstracker,79,,,minitruck,79,,
rainydaylook,80,,,cleanskinclub,80,,,savingmoneytips,80,,,granola,80,,,,,,,ereader,80,,,sequoia,80,,
gucci,81,,,teethwhiteningstrips,81,,,realestateeducation,81,,,салат,81,,,,,,,smarttech,81,,,insta360x5,81,,
crochettiktok,82,,,jpg,82,,,bnb,82,,,kitchengadgetfinds,82,,,,,,,bestblackfriday,82,,,highclass,82,,
miaminights,83,,,bellavitaluxury,83,,,solopreneur,83,,,coffeebar,83,,,,,,,electricgear,83,,,carjumpstarter,83,,
usbeauty,84,,,douyinmakeup,84,,,b2bmarketing,84,,,cookiebutter,84,,,,,,,smarttv,84,,,carplayscreen,84,,
invierno,85,,,sendsounds,85,,,preciousmetals,85,,,poptarts,85,,,,,,,headphonesforsleeping,85,,,custompaint,85,,
grungeglam,86,,,handsanitizer,86,,,itin,86,,,hmart,86,,,,,,,applepencil,86,,,carfloormats,86,,
loungewearsets,87,,,eyebrowtutorial,87,,,taxtime,87,,,holidaydrinks,87,,,,,,,creality,87,,,obd2scanner,87,,
indoorbeauty,88,,,ногти,88,,,loans,88,,,onioncups,88,,,,,,,tmobile,88,,,roadrunner,88,,
vintagevibes,89,,,athomenails,89,,,ecommercetips,89,,,ensaladadefrutas,89,,,,,,,flipphone,89,,,headlamp,89,,
knittok,90,,,prbrands,90,,,priceaction,90,,,making,90,,,,,,,voicerecorder,90,,,cboystv,90,,
latinavibes,91,,,грвм,91,,,entrepeneur,91,,,breadmaking,91,,,,,,,teant,91,,,carplayadapter,91,,
juicycouture,92,,,mirrorpic,92,,,mambafx,92,,,hallacas,92,,,,,,,rechargeablehandwarmers,92,,,garagemusthaves,92,,
quarterzip,93,,,nailset,93,,,rizzmas,93,,,olipop,93,,,,,,,kindlecase,93,,,vroomvroom,93,,
regalo,94,,,lashlift,94,,,tradingjourney,94,,,dumpling,94,,,,,,,wirelessmouse,94,,,madeinjapan,94,,
fashionablewomensclothing,95,,,beautyhack,95,,,ahorrar,95,,,seasoning,95,,,,,,,munbyn,95,,,chipeo12voltio,95,,
cheetahprint,96,,,2025nails,96,,,tradingmindset,96,,,loadedtea,96,,,,,,,hxdiw,96,,,truckher,96,,
winterfit,97,,,colonge,97,,,savingchallenge,97,,,kitchengadget,97,,,,,,,electricheater,97,,,6blow,97,,
beanie,98,,,beautycreator,98,,,debtrelief,98,,,espressomachine,98,,,,,,,audiophile,98,,,scrap,98,,
nightlifebeauty,99,,,humanhairwigs,99,,,financialclarity,99,,,snackplate,99,,,,,,,calentador,99,,,carinterior,99,,
jumpsuitset,100,,,silkpressnaturalhair,100,,,taxreturn,100,,,castiron,100,,,,,,,techgifts,100,,,landing,100,,
